logical_position_id,book_id,book_name,strategy_id,family_id,direction,entry_time,exit_time,entry_price,exit_price,logical_volume,initial_risk_price,realized_r,exit_policy,exit_reason,hour,session,day_of_week,month,split,holding_time_hours,holding_time_decile,stop_distance_points,stop_distance_decile,cost_to_risk_ratio,cost_to_risk_decile,simultaneous_exposure,regime_direction,regime_strength,regime_volatility,regime_alignment,regime_phase
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|39:MSZZ|XAUUSD|5|0|1|1741674000|1741674000,2,SweepReclaim_2R,1050,4,SHORT,2025.03.11 10:05:00,2025.03.11 10:34:58,2895.64,2899.05,0.73,3.4100000000003092,-1.0,2,BROKER_SL_TP_OR_TEST_END,10,LONDON,Tuesday,2025-03,development,0.49944444444444447,4,3.41,2,0.0058067851887205185,7,SOLO,BEARISH,WEAK,NORMAL,PARTIALLY_ALIGNED,COMPRESSION
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|39:MSZZ|XAUUSD|5|0|1|1741690500|1741690800,2,SweepReclaim_2R,1050,4,SHORT,2025.03.11 11:20:00,2025.03.11 11:25:00,2898.8,2900.72,0.53,4.699999999999818,-0.40851063829780687,2,OWN_FAMILY_OPPOSITE,11,LONDON,Tuesday,2025-03,development,0.08333333333333333,1,4.7,3,0.004222434671765456,6,CONCURRENT,BULLISH,WEAK,EXPANDING,PARTIALLY_ALIGNED,UNCLASSIFIED
MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1741688700|MSZZ|XAUUSD|5|0|1|1741687200|1741687200,1,FastMedConfluence_E3R,1010,1,LONG,2025.03.11 10:30:00,2025.03.11 12:14:58,2897.99,2904.17,1.21,2.0599999999999454,3.0000000000002207,1,BROKER_SL_TP_OR_TEST_END,10,LONDON,Tuesday,2025-03,development,1.7494444444444444,7,2.06,1,0.009641434262948207,8,CONCURRENT,BEARISH,WEAK,EXPANDING,OPPOSED,UNCLASSIFIED
MSZZC1|6:XAUUSD|1:5|1:1|1:4|40:MSZZ|XAUUSD|5|0|-1|1741368000|1741368000,2,SweepReclaim_2R,1050,4,LONG,2025.03.12 19:05:00,2025.03.12 20:09:58,2924.3,2930.22,0.85,2.9600000000000364,1.9999999999998463,2,BROKER_SL_TP_OR_TEST_END,19,NEWYORK,Wednesday,2025-03,development,1.0827777777777778,6,2.96,2,0.006735073887722356,7,SOLO,BULLISH,NORMAL,EXPANDING,PARTIALLY_ALIGNED,UNCLASSIFIED
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|39:MSZZ|XAUUSD|5|0|1|1742583900|1742583900,2,SweepReclaim_2R,1050,4,SHORT,2025.03.21 20:45:00,2025.03.21 20:49:57,3015.03,3013.35,3.02,0.8399999999996908,2.0000000000010827,2,BROKER_SL_TP_OR_TEST_END,20,NEWYORK,Friday,2025-03,development,0.0825,1,0.84,1,0.02379826635145784,9,CONCURRENT,BULLISH,WEAK,CONTRACTING,OPPOSED,UNCLASSIFIED
MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1742586300|MSZZ|XAUUSD|5|0|1|1742583900|1742583900,1,FastMedConfluence_E3R,1010,1,LONG,2025.03.21 19:50:00,2025.03.24 10:09:58,3014.13,3026.52,0.61,4.130000000000109,2.99999999999989,1,BROKER_SL_TP_OR_TEST_END,19,NEWYORK,Friday,2025-03,development,62.33277777777778,10,4.13,3,0.3366711345896082,10,SOLO,BULLISH,WEAK,NORMAL,OPPOSED,PULLBACK
MSZZC1|6:XAUUSD|1:5|1:1|1:4|40:MSZZ|XAUUSD|5|0|-1|1742898000|1742898000,2,SweepReclaim_2R,1050,4,LONG,2025.03.25 11:15:00,2025.03.25 11:29:58,3013.68,3017.2799999999997,1.42,1.7999999999997272,2.0000000000002527,2,BROKER_SL_TP_OR_TEST_END,11,LONDON,Tuesday,2025-03,development,0.24944444444444444,2,1.8,1,0.011068241162944777,8,SOLO,BEARISH,WEAK,EXPANDING,OPPOSED,UNCLASSIFIED
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|39:MSZZ|XAUUSD|5|0|1|1742901600|1742901600,2,SweepReclaim_2R,1050,4,SHORT,2025.03.25 15:20:00,2025.03.25 15:34:57,3016.43,3018.7,1.13,2.269999999999982,-1.0,2,BROKER_SL_TP_OR_TEST_END,15,LONDON,Tuesday,2025-03,development,0.24916666666666668,2,2.27,2,0.008764445823314976,8,SOLO,BEARISH,NORMAL,EXPANDING,PARTIALLY_ALIGNED,UNCLASSIFIED
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|39:MSZZ|XAUUSD|5|0|1|1742919000|1742919300,2,SweepReclaim_2R,1050,4,SHORT,2025.03.25 18:10:00,2025.03.25 18:14:58,3024.78,3021.0799999999995,1.3900000000000001,1.849999999999909,2.0000000000004916,2,BROKER_SL_TP_OR_TEST_END,18,NEWYORK,Tuesday,2025-03,development,0.08277777777777778,1,1.85,1,0.010807868750485965,8,SOLO,BEARISH,WEAK,EXPANDING,PARTIALLY_ALIGNED,UNCLASSIFIED
MSZZC1|6:XAUUSD|1:5|1:1|1:4|40:MSZZ|XAUUSD|5|0|-1|1742926200|1742926200,2,SweepReclaim_2R,1050,4,LONG,2025.03.25 18:35:00,2025.03.25 21:39:57,3024.21,3018.04,0.41,6.170000000000073,-1.0,2,BROKER_SL_TP_OR_TEST_END,18,NEWYORK,Tuesday,2025-03,development,3.0825,7,6.17,4,0.0031722697202986572,5,SOLO,BEARISH,WEAK,EXPANDING,OPPOSED,UNCLASSIFIED
MSZZC1|6:XAUUSD|1:5|1:1|1:4|40:MSZZ|XAUUSD|5|0|-1|1742987400|1742987400,2,SweepReclaim_2R,1050,4,LONG,2025.03.26 14:40:00,2025.03.26 14:59:57,3029.68,3026.88,0.92,2.799999999999727,-1.0,2,BROKER_SL_TP_OR_TEST_END,14,LONDON,Wednesday,2025-03,development,0.3325,3,2.8,2,0.007135655006592725,7,SOLO,BULLISH,NORMAL,NORMAL,FULLY_ALIGNED,TREND_CONTINUATION
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|39:MSZZ|XAUUSD|5|0|1|1743081900|1743081900,2,SweepReclaim_2R,1050,4,SHORT,2025.03.27 13:55:00,2025.03.27 14:19:57,3052.87,3054.68,1.42,1.8099999999999454,-1.0,2,BROKER_SL_TP_OR_TEST_END,13,LONDON,Thursday,2025-03,development,0.41583333333333333,3,1.81,1,0.011046285492026447,8,CONCURRENT,BULLISH,STRONG,EXPANDING,OPPOSED,UNCLASSIFIED
MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1743083100|MSZZ|XAUUSD|5|0|1|1743081900|1743081900,1,FastMedConfluence_E3R,1010,1,LONG,2025.03.27 13:50:00,2025.03.27 16:14:58,3054.4,3045.75,0.29,8.650000000000091,-1.0,1,BROKER_SL_TP_OR_TEST_END,13,LONDON,Thursday,2025-03,development,2.4161111111111113,7,8.65,6,0.0022549667586796783,4,SOLO,BULLISH,STRONG,EXPANDING,OPPOSED,UNCLASSIFIED
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|39:MSZZ|XAUUSD|5|0|1|1743081300|1743081300,2,SweepReclaim_2R,1050,4,SHORT,2025.03.27 15:25:00,2025.03.27 16:24:58,3050.02,3041.54,0.6,4.2400000000002365,1.9999999999998928,2,BROKER_SL_TP_OR_TEST_END,15,LONDON,Thursday,2025-03,development,0.9994444444444445,5,4.24,3,0.004683109584764283,6,CONCURRENT,BULLISH,WEAK,NORMAL,OPPOSED,UNCLASSIFIED
MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1743095100|MSZZ|XAUUSD|5|0|-1|1743091800|1743091800,1,FastMedConfluence_E3R,1010,1,SHORT,2025.03.27 17:10:00,2025.03.27 17:24:58,3043.12,3050.81,0.33,7.690000000000055,-1.0,1,BROKER_SL_TP_OR_TEST_END,17,NEWYORK,Thursday,2025-03,development,0.24944444444444444,2,7.69,5,0.0025660964230171074,4,SOLO,BEARISH,WEAK,EXPANDING,OPPOSED,UNCLASSIFIED
MSZZC1|6:XAUUSD|1:5|1:1|1:4|40:MSZZ|XAUUSD|5|0|-1|1743091800|1743091800,2,SweepReclaim_2R,1050,4,LONG,2025.03.27 17:25:00,2025.03.28 04:34:58,3049.75,3068.25,0.27,9.25,2.0,2,BROKER_SL_TP_OR_TEST_END,17,NEWYORK,Thursday,2025-03,development,11.16611111111111,8,9.25,6,0.05051253069337802,10,SOLO,BULLISH,WEAK,EXPANDING,FULLY_ALIGNED,TREND_CONTINUATION
MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1743781800|MSZZ|XAUUSD|5|0|-1|1743780900|1743780900,1,FastMedConfluence_E3R,1010,1,SHORT,2025.04.04 15:55:00,2025.04.10 03:30:00,3070.38,3096.3300000000004,0.05,44.48999999999978,-0.5832771409305552,1,OWN_FAMILY_OPPOSITE,15,LONDON,Friday,2025-04,development,131.58333333333334,10,44.49,10,0.027154938319497248,10,SOLO,BEARISH,NORMAL,EXPANDING,OPPOSED,PULLBACK
MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1744255500|MSZZ|XAUUSD|5|0|1|1744255200|1744255200,1,FastMedConfluence_E3R,1010,1,LONG,2025.04.10 03:30:00,2025.04.10 04:39:58,3096.33,3081.36,0.17,14.9699999999998,-1.0,1,BROKER_SL_TP_OR_TEST_END,3,ASIAN,Thursday,2025-04,development,1.166111111111111,6,14.97,7,0.0013204909119154886,2,SOLO,BULLISH,WEAK,NORMAL,OPPOSED,PULLBACK
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|39:MSZZ|XAUUSD|5|0|1|1744255200|1744255200,2,SweepReclaim_2R,1050,4,SHORT,2025.04.10 04:05:00,2025.04.10 04:39:58,3093.26,3078.66,0.35,7.299999999999727,2.000000000000125,2,BROKER_SL_TP_OR_TEST_END,4,ASIAN,Thursday,2025-04,development,0.5827777777777777,4,7.3,5,0.0027201367840211394,4,CONCURRENT,BULLISH,WEAK,NORMAL,OPPOSED,UNCLASSIFIED
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|39:MSZZ|XAUUSD|5|0|1|1744261800|1744261800,2,SweepReclaim_2R,1050,4,SHORT,2025.04.10 05:20:00,2025.04.10 05:25:00,3111.47,3114.01,0.45,5.680000000000291,-0.44718309859160005,2,OWN_FAMILY_OPPOSITE,5,ASIAN,Thursday,2025-04,development,0.08333333333333333,1,5.68,4,0.0017434427182209135,3,SOLO,BULLISH,WEAK,EXPANDING,OPPOSED,UNCLASSIFIED
MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1744262400|MSZZ|XAUUSD|5|0|1|1744261800|1744261800,1,FastMedConfluence_E3R,1010,1,LONG,2025.04.10 05:25:00,2025.04.11 11:24:58,3114.01,3220.75,0.07,35.58000000000038,2.999999999999962,1,BROKER_SL_TP_OR_TEST_END,5,ASIAN,Thursday,2025-04,development,29.999444444444446,9,35.58,9,0.013031842687041849,9,CONCURRENT,BULLISH,WEAK,EXPANDING,OPPOSED,UNCLASSIFIED
MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1745365800|MSZZ|XAUUSD|5|0|1|1744742100|1744742400,1,FastMedConfluence_E3R,1010,1,LONG,2025.04.22 23:55:00,2025.04.24 06:35:00,3382.18,3323.12,0.01,165.27999999999975,-0.3573330106485965,1,OWN_FAMILY_OPPOSITE,23,NEWYORK,Tuesday,2025-04,development,30.666666666666668,9,165.28,10,0.003619700412029728,5,SOLO,BULLISH,WEAK,CONTRACTING,OPPOSED,UNCLASSIFIED
MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1745476200|MSZZ|XAUUSD|5|0|-1|1744759200|1744759500,1,FastMedConfluence_E3R,1010,1,SHORT,2025.04.24 06:35:00,2025.04.24 17:45:00,3323.12,3326.65,0.05,44.289999999999964,-0.07970196432603754,1,OWN_FAMILY_OPPOSITE,6,ASIAN,Thursday,2025-04,development,11.166666666666666,9,44.29,9,0.000385297064036372,1,SOLO,BEARISH,NORMAL,EXPANDING,FULLY_ALIGNED,BREAKOUT
MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1745516400|MSZZ|XAUUSD|5|0|1|1745502900|1745502900,1,FastMedConfluence_E3R,1010,1,LONG,2025.04.24 17:45:00,2025.04.24 18:05:00,3326.65,3322.58,0.58,4.440000000000055,-0.9166666666666923,1,OWN_FAMILY_OPPOSITE,17,NEWYORK,Thursday,2025-04,development,0.3333333333333333,3,4.44,3,0.004470307140930286,6,SOLO,BEARISH,WEAK,EXPANDING,OPPOSED,UNCLASSIFIED
MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1745517600|MSZZ|XAUUSD|5|0|-1|1745511600|1745511600,1,FastMedConfluence_E3R,1010,1,SHORT,2025.04.24 18:05:00,2025.04.24 18:10:00,3322.58,3325.35,0.11,22.050000000000182,-0.12562358276643804,1,OWN_FAMILY_OPPOSITE,18,NEWYORK,Thursday,2025-04,development,0.08333333333333333,1,22.05,8,0.0008497489378138278,2,SOLO,BULLISH,WEAK,EXPANDING,FULLY_ALIGNED,TREND_CONTINUATION
MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1745517900|MSZZ|XAUUSD|5|0|1|1745502900|1745502900,1,FastMedConfluence_E3R,1010,1,LONG,2025.04.24 18:10:00,2025.04.24 18:19:58,3325.35,3322.21,0.82,3.1399999999998727,-1.0,1,BROKER_SL_TP_OR_TEST_END,18,NEWYORK,Thursday,2025-04,development,0.1661111111111111,2,3.14,2,0.006336450042500579,7,SOLO,BULLISH,WEAK,EXPANDING,FULLY_ALIGNED,BREAKOUT
MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1745518500|MSZZ|XAUUSD|5|0|-1|1745511600|1745511600,1,FastMedConfluence_E3R,1010,1,SHORT,2025.04.24 18:20:00,2025.04.24 18:30:00,3320.89,3324.19,0.1,23.740000000000236,-0.13900589721988835,1,OWN_FAMILY_OPPOSITE,18,NEWYORK,Thursday,2025-04,development,0.16666666666666666,2,23.74,8,0.0007746833481814308,1,SOLO,BULLISH,WEAK,EXPANDING,FULLY_ALIGNED,TREND_CONTINUATION
MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1745519100|MSZZ|XAUUSD|5|0|1|1745502900|1745502900,1,FastMedConfluence_E3R,1010,1,LONG,2025.04.24 18:30:00,2025.04.24 18:49:58,3324.19,3322.2100000000005,1.3,1.9800000000000182,-0.9999999999997703,1,BROKER_SL_TP_OR_TEST_END,18,NEWYORK,Thursday,2025-04,development,0.3327777777777778,3,1.98,1,0.010074005191987293,8,SOLO,BULLISH,WEAK,EXPANDING,FULLY_ALIGNED,BREAKOUT
MSZZC1|6:XAUUSD|1:5|1:1|1:4|40:MSZZ|XAUUSD|5|0|-1|1745472900|1745472900,2,SweepReclaim_2R,1050,4,LONG,2025.04.24 22:35:00,2025.04.24 22:49:58,3339.11,3343.45,1.18,2.1700000000000728,1.9999999999997904,2,BROKER_SL_TP_OR_TEST_END,22,NEWYORK,Thursday,2025-04,development,0.24944444444444444,2,2.17,2,0.009167184586699814,8,SOLO,BEARISH,WEAK,CONTRACTING,OPPOSED,UNCLASSIFIED
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|39:MSZZ|XAUUSD|5|0|1|1745550300|1745550300,2,SweepReclaim_2R,1050,4,SHORT,2025.04.25 03:15:00,2025.04.25 03:19:58,3355.81,3358.17,1.09,2.3600000000001273,-1.0,2,BROKER_SL_TP_OR_TEST_END,3,ASIAN,Friday,2025-04,development,0.08277777777777778,1,2.36,2,0.00843131188118812,8,CONCURRENT,BEARISH,WEAK,EXPANDING,FULLY_ALIGNED,TREND_CONTINUATION
MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1745544300|MSZZ|XAUUSD|5|0|1|1745542800|1745542800,1,FastMedConfluence_E3R,1010,1,LONG,2025.04.25 01:30:00,2025.04.25 04:55:00,3363.46,3344.22,0.08,30.0,-0.6413333333333412,1,OWN_FAMILY_OPPOSITE,1,ASIAN,Friday,2025-04,development,3.4166666666666665,7,30.0,9,0.0006184291898577612,1,SOLO,BEARISH,NORMAL,NORMAL,FULLY_ALIGNED,TREND_CONTINUATION
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|39:MSZZ|XAUUSD|5|0|1|1745553900|1745553900,2,SweepReclaim_2R,1050,4,SHORT,2025.04.25 04:20:00,2025.04.25 06:59:58,3351.93,3329.51,0.23,11.210000000000036,1.9999999999999594,2,BROKER_SL_TP_OR_TEST_END,4,ASIAN,Friday,2025-04,development,2.6661111111111113,7,11.21,6,0.001784052125349054,3,CONCURRENT,BEARISH,WEAK,EXPANDING,FULLY_ALIGNED,BREAKOUT
MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1745616900|MSZZ|XAUUSD|5|0|-1|1745554800|1745554800,1,FastMedConfluence_E3R,1010,1,SHORT,2025.04.25 21:40:00,2025.04.28 21:29:58,3291.29,3347.01,0.04,55.720000000000255,-1.0,1,BROKER_SL_TP_OR_TEST_END,21,NEWYORK,Friday,2025-04,development,71.83277777777778,10,55.72,10,0.010966521218673976,8,SOLO,BULLISH,WEAK,CONTRACTING,FULLY_ALIGNED,UNCLASSIFIED
MSZZC1|6:XAUUSD|1:5|1:1|1:4|40:MSZZ|XAUUSD|5|0|-1|1746038400|1746038400,2,SweepReclaim_2R,1050,4,LONG,2025.04.30 18:55:00,2025.04.30 22:29:58,3304.18,3299.02,0.5,5.1599999999998545,-1.0,2,BROKER_SL_TP_OR_TEST_END,18,NEWYORK,Wednesday,2025-04,development,3.582777777777778,8,5.16,4,0.003869669530222119,6,SOLO,BEARISH,WEAK,NORMAL,OPPOSED,UNCLASSIFIED
MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1746201600|MSZZ|XAUUSD|5|0|-1|1746053700|1746053700,1,FastMedConfluence_E3R,1010,1,SHORT,2025.05.02 16:05:00,2025.05.05 12:30:00,3244.12,3302.25,0.03,69.55000000000018,-0.8358015815959735,1,OWN_FAMILY_OPPOSITE,16,NEWYORK,Friday,2025-05,development,68.41666666666667,10,69.55,10,0.008263180354579663,7,SOLO,BEARISH,NORMAL,EXPANDING,OPPOSED,UNCLASSIFIED
MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1746447900|MSZZ|XAUUSD|5|0|1|1746447600|1746447600,1,FastMedConfluence_E3R,1010,1,LONG,2025.05.05 12:30:00,2025.05.06 04:14:58,3302.25,3359.64,0.13,19.13000000000011,2.999999999999976,1,BROKER_SL_TP_OR_TEST_END,12,LONDON,Monday,2025-05,development,15.749444444444444,9,19.13,8,0.024248076474702732,10,SOLO,BULLISH,STRONG,EXPANDING,OPPOSED,PULLBACK
MSZZC1|6:XAUUSD|1:5|1:1|1:4|40:MSZZ|XAUUSD|5|0|-1|1747021200|1747021200,2,SweepReclaim_2R,1050,4,LONG,2025.05.12 03:50:00,2025.05.12 04:04:58,3277.33,3272.19,0.5,5.139999999999873,-1.0,2,BROKER_SL_TP_OR_TEST_END,3,ASIAN,Monday,2025-05,development,0.24944444444444444,2,5.14,4,0.0038581735406458583,6,SOLO,BULLISH,WEAK,EXPANDING,PARTIALLY_ALIGNED,UNCLASSIFIED
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|39:MSZZ|XAUUSD|5|0|1|1746417600|1746417600,2,SweepReclaim_2R,1050,4,SHORT,2025.05.12 10:15:00,2025.05.12 10:29:58,3246.48,3226.46,0.25,10.009999999999764,2.0000000000000453,2,BROKER_SL_TP_OR_TEST_END,10,LONDON,Monday,2025-05,development,0.24944444444444444,2,10.01,6,0.0019338619222587505,3,SOLO,BULLISH,NORMAL,EXPANDING,OPPOSED,UNCLASSIFIED
MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1747045500|MSZZ|XAUUSD|5|0|-1|1747045200|1747045200,1,FastMedConfluence_E3R,1010,1,SHORT,2025.05.12 10:30:00,2025.05.13 07:54:58,3231.18,3253.36,0.11,22.18000000000029,-1.0,1,BROKER_SL_TP_OR_TEST_END,10,LONDON,Monday,2025-05,development,21.41611111111111,9,22.18,8,0.010585065434949961,8,SOLO,BULLISH,NORMAL,EXPANDING,FULLY_ALIGNED,TREND_CONTINUATION
MSZZC1|6:XAUUSD|1:5|1:1|1:4|40:MSZZ|XAUUSD|5|0|-1|1747668000|1747668000,2,SweepReclaim_2R,1050,4,LONG,2025.05.20 15:30:00,2025.05.20 16:09:58,3241.45,3234.47,0.37,6.980000000000018,-1.0,2,BROKER_SL_TP_OR_TEST_END,15,LONDON,Tuesday,2025-05,development,0.6661111111111111,4,6.98,5,0.002855048420077935,5,SOLO,BULLISH,WEAK,NORMAL,FULLY_ALIGNED,BREAKOUT
MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1747760400|MSZZ|XAUUSD|5|0|1|1747760100|1747760100,1,FastMedConfluence_E3R,1010,1,LONG,2025.05.20 17:05:00,2025.05.22 04:24:58,3271.08,3333.09,0.12,20.670000000000073,3.0,1,BROKER_SL_TP_OR_TEST_END,17,NEWYORK,Tuesday,2025-05,development,35.33277777777778,9,20.67,8,0.04362961243908098,10,SOLO,BULLISH,NORMAL,EXPANDING,OPPOSED,UNCLASSIFIED
