strategy_id;family_id;setup_name;signal_time;expiry_time;direction;entry;stop;target;score;origin_id;event_id;reason;canonical_variant_id;hypothesis_version;regime_id;session_id;reference_level_type;structural_context;stop_distance_points;target_r;spread_to_risk_ratio
1203;11;Compression Breakout (Research);2025.09.18 21:00:00;2025.09.18 21:15:00;SHORT;3642.01;3647.27;3631.49;7.0000;CBR|2025.09.18 20:20:00;CBR|2025.09.18 20:20:00|1758226800|FINAL;rolling-window compression (raw ATR ratio + range width) resolved by medium/slow-aligned bearish close;CBR-CANON-1;D031v1;2025.09.18 21:00:00;NewYork;ROLLING_WINDOW_RANGE;compression_high=3647.27000;compression_low=3643.08000;atr_ratio=0.645;526.00;2.0000;0.022814
1200;8;Session Sweep Reversal;2025.09.19 08:10:00;2025.09.19 08:25:00;SHORT;3657.84;3661.34;3650.83;7.0000;ASIA_HIGH|20250919;SSR|ASIA_HIGH|20250919|1758268800|FINAL;Asia session level swept during London/NewYork, closed-bar reclaim within frozen window;SSR-CANON-1;D031v1;2025.09.19 08:10:00;London;ASIA_SESSION_HIGH_LOW;asian_high=3660.12000;asian_low=3632.17000;sweep_extreme=3661.25000;350.42;2.0000;0.019976
1200;8;Session Sweep Reversal;2025.09.19 17:15:00;2025.09.19 17:30:00;SHORT;3657.61;3664.49;3643.84;7.0000;ASIA_HIGH|20250919;SSR|ASIA_HIGH|20250919|1758300900|FINAL;Asia session level swept during London/NewYork, closed-bar reclaim within frozen window;SSR-CANON-1;D031v1;2025.09.19 17:15:00;NewYork;ASIA_SESSION_HIGH_LOW;asian_high=3660.12000;asian_low=3632.17000;sweep_extreme=3664.31000;688.32;2.0000;0.010170
1200;8;Session Sweep Reversal;2025.09.22 08:25:00;2025.09.22 08:40:00;SHORT;3696.36;3697.95;3693.17;7.0000;ASIA_HIGH|20250922;SSR|ASIA_HIGH|20250922|1758529200|FINAL;Asia session level swept during London/NewYork, closed-bar reclaim within frozen window;SSR-CANON-1;D031v1;2025.09.22 08:25:00;London;ASIA_SESSION_HIGH_LOW;asian_high=3697.48000;asian_low=3683.68000;sweep_extreme=3697.88000;159.46;2.0000;0.037628
1200;8;Session Sweep Reversal;2025.09.22 08:55:00;2025.09.22 09:10:00;SHORT;3697.05;3700.54;3690.06;7.0000;ASIA_HIGH|20250922;SSR|ASIA_HIGH|20250922|1758530700|FINAL;Asia session level swept during London/NewYork, closed-bar reclaim within frozen window;SSR-CANON-1;D031v1;2025.09.22 08:55:00;London;ASIA_SESSION_HIGH_LOW;asian_high=3697.48000;asian_low=3683.68000;sweep_extreme=3700.45000;349.45;2.0000;0.037201
1200;8;Session Sweep Reversal;2025.09.22 09:00:00;2025.09.22 09:15:00;SHORT;3696.82;3698.87;3692.72;7.0000;ASIA_HIGH|20250922;SSR|ASIA_HIGH|20250922|1758531300|FINAL;Asia session level swept during London/NewYork, closed-bar reclaim within frozen window;SSR-CANON-1;D031v1;2025.09.22 09:00:00;London;ASIA_SESSION_HIGH_LOW;asian_high=3697.48000;asian_low=3683.68000;sweep_extreme=3698.77000;204.82;2.0000;0.034176
1202;10;Break-Retest Continuation;2025.09.22 17:45:00;2025.09.22 18:00:00;LONG;3719.88;3716.83;3725.98;7.0000;BO|XAUUSD|5|1|L|1758559800|MSZZ|XAUUSD|5|1|1|1758533700|1758533700;BRC|BO|XAUUSD|5|1|L|1758559800|MSZZ|XAUUSD|5|1|1|1758533700|1758533700|1758559800|FINAL;confirmed medium-structure break, frozen-window retest, close through rejection bar extreme;BRC-CANON-1;D031v1;2025.09.22 17:45:00;NewYork;MEDIUM_SWING_HIGH_LOW;break_level=3716.86246;bars_since_break=11;305.00;2.0000;0.022951
1203;11;Compression Breakout (Research);2025.09.22 20:05:00;2025.09.22 20:20:00;LONG;3740.80;3735.19;3752.02;7.0000;CBR|2025.09.22 20:00:00;CBR|2025.09.22 20:00:00|1758571200|FINAL;rolling-window compression (raw ATR ratio + range width) resolved by medium/slow-aligned bullish close;CBR-CANON-1;D031v1;2025.09.22 20:05:00;NewYork;ROLLING_WINDOW_RANGE;compression_high=3739.62000;compression_low=3735.19000;atr_ratio=0.799;561.00;2.0000;0.024955
1203;11;Compression Breakout (Research);2025.09.22 22:00:00;2025.09.22 22:15:00;LONG;3748.20;3744.67;3755.26;7.0000;CBR|2025.09.22 21:45:00;CBR|2025.09.22 21:45:00|1758577500|FINAL;rolling-window compression (raw ATR ratio + range width) resolved by medium/slow-aligned bullish close;CBR-CANON-1;D031v1;2025.09.22 22:00:00;NewYork;ROLLING_WINDOW_RANGE;compression_high=3747.70000;compression_low=3744.67000;atr_ratio=0.543;353.00;2.0000;0.019830
1205;13;Range Rotation;2025.09.23 02:50:00;2025.09.23 03:05:00;SHORT;3746.95;3749.35;3743.61;7.0000;RR_HIGH|2025.09.23 02:45:00;RR|RR_HIGH|2025.09.23 02:45:00|1758595500|FINAL;mature two-sided range, failed excess beyond boundary, closed-bar rejection back toward midpoint;RR-CANON-1;D031v1;2025.09.23 02:50:00;Asian;SELF_DETECTED_ROLLING_RANGE;range_high=3748.98000;range_low=3738.24000;midpoint=3743.61000;240.14;1.3909;0.045807
1200;8;Session Sweep Reversal;2025.09.23 21:55:00;2025.09.23 22:10:00;SHORT;3756.72;3778.69;3712.78;7.0000;ASIA_HIGH|20250923;SSR|ASIA_HIGH|20250923|1758664200|FINAL;Asia session level swept during London/NewYork, closed-bar reclaim within frozen window;SSR-CANON-1;D031v1;2025.09.23 21:55:00;NewYork;ASIA_SESSION_HIGH_LOW;asian_high=3759.38000;asian_low=3736.97000;sweep_extreme=3778.51000;2197.08;2.0000;0.002276
1200;8;Session Sweep Reversal;2025.09.23 22:05:00;2025.09.23 22:20:00;SHORT;3757.95;3765.85;3742.15;7.0000;ASIA_HIGH|20250923;SSR|ASIA_HIGH|20250923|1758664800|FINAL;Asia session level swept during London/NewYork, closed-bar reclaim within frozen window;SSR-CANON-1;D031v1;2025.09.23 22:05:00;NewYork;ASIA_SESSION_HIGH_LOW;asian_high=3759.38000;asian_low=3736.97000;sweep_extreme=3765.63000;789.77;2.0000;0.006331
1200;8;Session Sweep Reversal;2025.09.23 22:10:00;2025.09.23 22:25:00;SHORT;3757.18;3762.46;3746.61;7.0000;ASIA_HIGH|20250923;SSR|ASIA_HIGH|20250923|1758665100|FINAL;Asia session level swept during London/NewYork, closed-bar reclaim within frozen window;SSR-CANON-1;D031v1;2025.09.23 22:10:00;NewYork;ASIA_SESSION_HIGH_LOW;asian_high=3759.38000;asian_low=3736.97000;sweep_extreme=3762.24000;528.29;2.0000;0.018929
1200;8;Session Sweep Reversal;2025.09.24 09:25:00;2025.09.24 09:40:00;SHORT;3771.29;3775.41;3763.05;7.0000;ASIA_HIGH|20250924;SSR|ASIA_HIGH|20250924|1758705600|FINAL;Asia session level swept during London/NewYork, closed-bar reclaim within frozen window;SSR-CANON-1;D031v1;2025.09.24 09:25:00;London;ASIA_SESSION_HIGH_LOW;asian_high=3771.88000;asian_low=3750.72000;sweep_extreme=3775.27000;411.99;2.0000;0.012136
1200;8;Session Sweep Reversal;2025.09.24 09:55:00;2025.09.24 10:10:00;SHORT;3771.25;3774.93;3763.89;7.0000;ASIA_HIGH|20250924;SSR|ASIA_HIGH|20250924|1758707400|FINAL;Asia session level swept during London/NewYork, closed-bar reclaim within frozen window;SSR-CANON-1;D031v1;2025.09.24 09:55:00;London;ASIA_SESSION_HIGH_LOW;asian_high=3771.88000;asian_low=3750.72000;sweep_extreme=3774.80000;367.91;2.0000;0.024463
1200;8;Session Sweep Reversal;2025.09.24 11:25:00;2025.09.24 11:40:00;SHORT;3770.48;3774.64;3762.15;7.0000;ASIA_HIGH|20250924;SSR|ASIA_HIGH|20250924|1758712500|FINAL;Asia session level swept during London/NewYork, closed-bar reclaim within frozen window;SSR-CANON-1;D031v1;2025.09.24 11:25:00;London;ASIA_SESSION_HIGH_LOW;asian_high=3771.88000;asian_low=3750.72000;sweep_extreme=3774.54000;416.36;2.0000;0.026419
1200;8;Session Sweep Reversal;2025.09.24 11:30:00;2025.09.24 11:45:00;SHORT;3770.62;3772.86;3766.13;7.0000;ASIA_HIGH|20250924;SSR|ASIA_HIGH|20250924|1758713100|FINAL;Asia session level swept during London/NewYork, closed-bar reclaim within frozen window;SSR-CANON-1;D031v1;2025.09.24 11:30:00;London;ASIA_SESSION_HIGH_LOW;asian_high=3771.88000;asian_low=3750.72000;sweep_extreme=3772.76000;224.38;2.0000;0.022284
1200;8;Session Sweep Reversal;2025.09.24 16:25:00;2025.09.24 16:40:00;SHORT;3767.47;3773.26;3755.90;7.0000;ASIA_HIGH|20250924;SSR|ASIA_HIGH|20250924|1758730800|FINAL;Asia session level swept during London/NewYork, closed-bar reclaim within frozen window;SSR-CANON-1;D031v1;2025.09.24 16:25:00;NewYork;ASIA_SESSION_HIGH_LOW;asian_high=3771.88000;asian_low=3750.72000;sweep_extreme=3773.09000;578.54;2.0000;0.013828
1200;8;Session Sweep Reversal;2025.09.24 17:55:00;2025.09.24 18:10:00;LONG;3752.70;3749.03;3760.05;7.0000;ASIA_LOW|20250924;SSR|ASIA_LOW|20250924|1758736200|FINAL;Asia session level swept during London/NewYork, closed-bar reclaim within frozen window;SSR-CANON-1;D031v1;2025.09.24 17:55:00;NewYork;ASIA_SESSION_HIGH_LOW;asian_high=3771.88000;asian_low=3750.72000;sweep_extreme=3749.27000;367.41;2.0000;0.021774
1203;11;Compression Breakout (Research);2025.09.25 02:50:00;2025.09.25 03:05:00;LONG;3743.82;3739.07;3753.32;7.0000;CBR|2025.09.25 02:40:00;CBR|2025.09.25 02:40:00|1758768000|FINAL;rolling-window compression (raw ATR ratio + range width) resolved by medium/slow-aligned bullish close;CBR-CANON-1;D031v1;2025.09.25 02:50:00;Asian;ROLLING_WINDOW_RANGE;compression_high=3743.05000;compression_low=3739.07000;atr_ratio=0.632;475.00;2.0000;0.012632
1200;8;Session Sweep Reversal;2025.09.25 10:40:00;2025.09.25 10:55:00;SHORT;3751.37;3752.50;3749.11;7.0000;ASIA_HIGH|20250925;SSR|ASIA_HIGH|20250925|1758796500|FINAL;Asia session level swept during London/NewYork, closed-bar reclaim within frozen window;SSR-CANON-1;D031v1;2025.09.25 10:40:00;London;ASIA_SESSION_HIGH_LOW;asian_high=3751.67000;asian_low=3729.25000;sweep_extreme=3752.36000;113.04;2.0000;0.044234
1200;8;Session Sweep Reversal;2025.09.25 12:25:00;2025.09.25 12:40:00;SHORT;3750.81;3757.07;3738.30;7.0000;ASIA_HIGH|20250925;SSR|ASIA_HIGH|20250925|1758802500|FINAL;Asia session level swept during London/NewYork, closed-bar reclaim within frozen window;SSR-CANON-1;D031v1;2025.09.25 12:25:00;London;ASIA_SESSION_HIGH_LOW;asian_high=3751.67000;asian_low=3729.25000;sweep_extreme=3756.92000;625.68;2.0000;0.012786
1200;8;Session Sweep Reversal;2025.09.25 14:00:00;2025.09.25 14:15:00;SHORT;3750.31;3759.50;3731.92;7.0000;ASIA_HIGH|20250925;SSR|ASIA_HIGH|20250925|1758808500|FINAL;Asia session level swept during London/NewYork, closed-bar reclaim within frozen window;SSR-CANON-1;D031v1;2025.09.25 14:00:00;London;ASIA_SESSION_HIGH_LOW;asian_high=3751.67000;asian_low=3729.25000;sweep_extreme=3759.36000;919.29;2.0000;0.010878
1200;8;Session Sweep Reversal;2025.09.25 14:05:00;2025.09.25 14:20:00;SHORT;3746.88;3757.82;3725.00;7.0000;ASIA_HIGH|20250925;SSR|ASIA_HIGH|20250925|1758808800|FINAL;Asia session level swept during London/NewYork, closed-bar reclaim within frozen window;SSR-CANON-1;D031v1;2025.09.25 14:05:00;London;ASIA_SESSION_HIGH_LOW;asian_high=3751.67000;asian_low=3729.25000;sweep_extreme=3757.67000;1094.01;2.0000;0.008227
1200;8;Session Sweep Reversal;2025.09.25 14:50:00;2025.09.25 15:05:00;SHORT;3750.78;3753.10;3746.14;7.0000;ASIA_HIGH|20250925;SSR|ASIA_HIGH|20250925|1758811500|FINAL;Asia session level swept during London/NewYork, closed-bar reclaim within frozen window;SSR-CANON-1;D031v1;2025.09.25 14:50:00;London;ASIA_SESSION_HIGH_LOW;asian_high=3751.67000;asian_low=3729.25000;sweep_extreme=3752.91000;232.24;2.0000;0.055977
1200;8;Session Sweep Reversal;2025.09.25 15:30:00;2025.09.25 15:45:00;SHORT;3744.50;3755.49;3722.51;7.0000;ASIA_HIGH|20250925;SSR|ASIA_HIGH|20250925|1758813900|FINAL;Asia session level swept during London/NewYork, closed-bar reclaim within frozen window;SSR-CANON-1;D031v1;2025.09.25 15:30:00;London;ASIA_SESSION_HIGH_LOW;asian_high=3751.67000;asian_low=3729.25000;sweep_extreme=3755.32000;1099.34;2.0000;0.004548
1200;8;Session Sweep Reversal;2025.09.25 15:35:00;2025.09.25 15:50:00;SHORT;3741.35;3754.48;3715.09;7.0000;ASIA_HIGH|20250925;SSR|ASIA_HIGH|20250925|1758814200|FINAL;Asia session level swept during London/NewYork, closed-bar reclaim within frozen window;SSR-CANON-1;D031v1;2025.09.25 15:35:00;London;ASIA_SESSION_HIGH_LOW;asian_high=3751.67000;asian_low=3729.25000;sweep_extreme=3754.28000;1312.83;2.0000;0.003809
1200;8;Session Sweep Reversal;2025.09.25 16:55:00;2025.09.25 17:10:00;LONG;3733.80;3721.54;3758.32;7.0000;ASIA_LOW|20250925;SSR|ASIA_LOW|20250925|1758818700|FINAL;Asia session level swept during London/NewYork, closed-bar reclaim within frozen window;SSR-CANON-1;D031v1;2025.09.25 16:55:00;NewYork;ASIA_SESSION_HIGH_LOW;asian_high=3751.67000;asian_low=3729.25000;sweep_extreme=3721.86000;1226.06;2.0000;0.004078
1200;8;Session Sweep Reversal;2025.09.25 17:10:00;2025.09.25 17:25:00;LONG;3729.64;3724.30;3740.33;7.0000;ASIA_LOW|20250925;SSR|ASIA_LOW|20250925|1758819300|FINAL;Asia session level swept during London/NewYork, closed-bar reclaim within frozen window;SSR-CANON-1;D031v1;2025.09.25 17:10:00;NewYork;ASIA_SESSION_HIGH_LOW;asian_high=3751.67000;asian_low=3729.25000;sweep_extreme=3724.61000;534.30;2.0000;0.013101
1200;8;Session Sweep Reversal;2025.09.25 17:15:00;2025.09.25 17:30:00;LONG;3732.22;3725.63;3745.40;7.0000;ASIA_LOW|20250925;SSR|ASIA_LOW|20250925|1758820200|FINAL;Asia session level swept during London/NewYork, closed-bar reclaim within frozen window;SSR-CANON-1;D031v1;2025.09.25 17:15:00;NewYork;ASIA_SESSION_HIGH_LOW;asian_high=3751.67000;asian_low=3729.25000;sweep_extreme=3725.94000;659.20;2.0000;0.013653
1200;8;Session Sweep Reversal;2025.09.25 17:20:00;2025.09.25 17:35:00;LONG;3735.31;3725.63;3754.68;7.0000;ASIA_LOW|20250925;SSR|ASIA_LOW|20250925|1758820500|FINAL;Asia session level swept during London/NewYork, closed-bar reclaim within frozen window;SSR-CANON-1;D031v1;2025.09.25 17:20:00;NewYork;ASIA_SESSION_HIGH_LOW;asian_high=3751.67000;asian_low=3729.25000;sweep_extreme=3725.94000;968.30;2.0000;0.011360
1200;8;Session Sweep Reversal;2025.09.25 17:55:00;2025.09.25 18:10:00;LONG;3731.46;3723.30;3747.78;7.0000;ASIA_LOW|20250925;SSR|ASIA_LOW|20250925|1758822600|FINAL;Asia session level swept during London/NewYork, closed-bar reclaim within frozen window;SSR-CANON-1;D031v1;2025.09.25 17:55:00;NewYork;ASIA_SESSION_HIGH_LOW;asian_high=3751.67000;asian_low=3729.25000;sweep_extreme=3723.59000;815.94;2.0000;0.006128
1200;8;Session Sweep Reversal;2025.09.25 18:05:00;2025.09.25 18:20:00;LONG;3731.25;3724.50;3744.75;7.0000;ASIA_LOW|20250925;SSR|ASIA_LOW|20250925|1758822900|FINAL;Asia session level swept during London/NewYork, closed-bar reclaim within frozen window;SSR-CANON-1;D031v1;2025.09.25 18:05:00;NewYork;ASIA_SESSION_HIGH_LOW;asian_high=3751.67000;asian_low=3729.25000;sweep_extreme=3724.76000;675.06;2.0000;0.013332
1200;8;Session Sweep Reversal;2025.09.25 18:10:00;2025.09.25 18:25:00;LONG;3734.88;3728.07;3748.49;7.0000;ASIA_LOW|20250925;SSR|ASIA_LOW|20250925|1758823500|FINAL;Asia session level swept during London/NewYork, closed-bar reclaim within frozen window;SSR-CANON-1;D031v1;2025.09.25 18:10:00;NewYork;ASIA_SESSION_HIGH_LOW;asian_high=3751.67000;asian_low=3729.25000;sweep_extreme=3728.32000;680.58;2.0000;0.011755
1200;8;Session Sweep Reversal;2025.09.25 22:20:00;2025.09.25 22:35:00;SHORT;3751.48;3756.21;3742.02;7.0000;ASIA_HIGH|20250925;SSR|ASIA_HIGH|20250925|1758838500|FINAL;Asia session level swept during London/NewYork, closed-bar reclaim within frozen window;SSR-CANON-1;D031v1;2025.09.25 22:20:00;NewYork;ASIA_SESSION_HIGH_LOW;asian_high=3751.67000;asian_low=3729.25000;sweep_extreme=3756.04000;472.80;2.0000;0.021151
1200;8;Session Sweep Reversal;2025.09.25 22:30:00;2025.09.25 22:45:00;SHORT;3750.13;3754.86;3740.68;7.0000;ASIA_HIGH|20250925;SSR|ASIA_HIGH|20250925|1758838800|FINAL;Asia session level swept during London/NewYork, closed-bar reclaim within frozen window;SSR-CANON-1;D031v1;2025.09.25 22:30:00;NewYork;ASIA_SESSION_HIGH_LOW;asian_high=3751.67000;asian_low=3729.25000;sweep_extreme=3754.70000;472.71;2.0000;0.012693
1200;8;Session Sweep Reversal;2025.09.25 22:35:00;2025.09.25 22:50:00;SHORT;3746.32;3752.52;3733.93;7.0000;ASIA_HIGH|20250925;SSR|ASIA_HIGH|20250925|1758839400|FINAL;Asia session level swept during London/NewYork, closed-bar reclaim within frozen window;SSR-CANON-1;D031v1;2025.09.25 22:35:00;NewYork;ASIA_SESSION_HIGH_LOW;asian_high=3751.67000;asian_low=3729.25000;sweep_extreme=3752.36000;619.50;2.0000;0.009685
1200;8;Session Sweep Reversal;2025.09.25 23:50:00;2025.09.26 00:05:00;SHORT;3751.35;3752.61;3748.84;7.0000;ASIA_HIGH|20250925;SSR|ASIA_HIGH|20250925|1758843900|FINAL;Asia session level swept during London/NewYork, closed-bar reclaim within frozen window;SSR-CANON-1;D031v1;2025.09.25 23:50:00;NewYork;ASIA_SESSION_HIGH_LOW;asian_high=3751.67000;asian_low=3729.25000;sweep_extreme=3752.51000;125.63;2.0000;0.087557
1200;8;Session Sweep Reversal;2025.09.25 23:55:00;2025.09.26 00:10:00;SHORT;3749.01;3752.29;3742.45;7.0000;ASIA_HIGH|20250925;SSR|ASIA_HIGH|20250925|1758844200|FINAL;Asia session level swept during London/NewYork, closed-bar reclaim within frozen window;SSR-CANON-1;D031v1;2025.09.25 23:55:00;NewYork;ASIA_SESSION_HIGH_LOW;asian_high=3751.67000;asian_low=3729.25000;sweep_extreme=3752.20000;328.09;2.0000;0.015240
1200;8;Session Sweep Reversal;2025.09.26 09:20:00;2025.09.26 09:35:00;SHORT;3750.58;3754.21;3743.32;7.0000;ASIA_HIGH|20250926;SSR|ASIA_HIGH|20250926|1758878100|FINAL;Asia session level swept during London/NewYork, closed-bar reclaim within frozen window;SSR-CANON-1;D031v1;2025.09.26 09:20:00;London;ASIA_SESSION_HIGH_LOW;asian_high=3753.39000;asian_low=3734.58000;sweep_extreme=3754.07000;363.16;2.0000;0.016521
1200;8;Session Sweep Reversal;2025.09.26 11:45:00;2025.09.26 12:00:00;SHORT;3752.29;3755.28;3746.31;7.0000;ASIA_HIGH|20250926;SSR|ASIA_HIGH|20250926|1758886800|FINAL;Asia session level swept during London/NewYork, closed-bar reclaim within frozen window;SSR-CANON-1;D031v1;2025.09.26 11:45:00;London;ASIA_SESSION_HIGH_LOW;asian_high=3753.39000;asian_low=3734.58000;sweep_extreme=3755.16000;299.05;2.0000;0.026751
1200;8;Session Sweep Reversal;2025.09.26 11:55:00;2025.09.26 12:10:00;SHORT;3752.96;3754.20;3750.48;7.0000;ASIA_HIGH|20250926;SSR|ASIA_HIGH|20250926|1758887100|FINAL;Asia session level swept during London/NewYork, closed-bar reclaim within frozen window;SSR-CANON-1;D031v1;2025.09.26 11:55:00;London;ASIA_SESSION_HIGH_LOW;asian_high=3753.39000;asian_low=3734.58000;sweep_extreme=3754.09000;124.18;2.0000;0.080527
1200;8;Session Sweep Reversal;2025.09.26 12:05:00;2025.09.26 12:20:00;SHORT;3752.86;3754.53;3749.51;7.0000;ASIA_HIGH|20250926;SSR|ASIA_HIGH|20250926|1758887700|FINAL;Asia session level swept during London/NewYork, closed-bar reclaim within frozen window;SSR-CANON-1;D031v1;2025.09.26 12:05:00;London;ASIA_SESSION_HIGH_LOW;asian_high=3753.39000;asian_low=3734.58000;sweep_extreme=3754.42000;167.43;2.0000;0.035837
1200;8;Session Sweep Reversal;2025.09.26 12:10:00;2025.09.26 12:25:00;SHORT;3750.98;3754.53;3743.87;7.0000;ASIA_HIGH|20250926;SSR|ASIA_HIGH|20250926|1758888300|FINAL;Asia session level swept during London/NewYork, closed-bar reclaim within frozen window;SSR-CANON-1;D031v1;2025.09.26 12:10:00;London;ASIA_SESSION_HIGH_LOW;asian_high=3753.39000;asian_low=3734.58000;sweep_extreme=3754.42000;355.46;2.0000;0.019693
1200;8;Session Sweep Reversal;2025.09.26 13:10:00;2025.09.26 13:25:00;SHORT;3752.64;3754.94;3748.05;7.0000;ASIA_HIGH|20250926;SSR|ASIA_HIGH|20250926|1758891600|FINAL;Asia session level swept during London/NewYork, closed-bar reclaim within frozen window;SSR-CANON-1;D031v1;2025.09.26 13:10:00;London;ASIA_SESSION_HIGH_LOW;asian_high=3753.39000;asian_low=3734.58000;sweep_extreme=3754.83000;229.72;2.0000;0.043532
1200;8;Session Sweep Reversal;2025.09.26 15:35:00;2025.09.26 15:50:00;SHORT;3752.33;3757.65;3741.69;7.0000;ASIA_HIGH|20250926;SSR|ASIA_HIGH|20250926|1758900600|FINAL;Asia session level swept during London/NewYork, closed-bar reclaim within frozen window;SSR-CANON-1;D031v1;2025.09.26 15:35:00;London;ASIA_SESSION_HIGH_LOW;asian_high=3753.39000;asian_low=3734.58000;sweep_extreme=3757.50000;532.11;2.0000;0.009397
1200;8;Session Sweep Reversal;2025.09.26 15:40:00;2025.09.26 15:55:00;SHORT;3751.31;3757.66;3738.61;7.0000;ASIA_HIGH|20250926;SSR|ASIA_HIGH|20250926|1758900900|FINAL;Asia session level swept during London/NewYork, closed-bar reclaim within frozen window;SSR-CANON-1;D031v1;2025.09.26 15:40:00;London;ASIA_SESSION_HIGH_LOW;asian_high=3753.39000;asian_low=3734.58000;sweep_extreme=3757.50000;635.09;2.0000;0.007873
1200;8;Session Sweep Reversal;2025.09.26 15:50:00;2025.09.26 16:05:00;SHORT;3751.82;3755.20;3745.07;7.0000;ASIA_HIGH|20250926;SSR|ASIA_HIGH|20250926|1758901500|FINAL;Asia session level swept during London/NewYork, closed-bar reclaim within frozen window;SSR-CANON-1;D031v1;2025.09.26 15:50:00;London;ASIA_SESSION_HIGH_LOW;asian_high=3753.39000;asian_low=3734.58000;sweep_extreme=3755.02000;337.62;2.0000;0.026657
1200;8;Session Sweep Reversal;2025.09.26 15:55:00;2025.09.26 16:10:00;SHORT;3752.11;3754.82;3746.70;7.0000;ASIA_HIGH|20250926;SSR|ASIA_HIGH|20250926|1758901800|FINAL;Asia session level swept during London/NewYork, closed-bar reclaim within frozen window;SSR-CANON-1;D031v1;2025.09.26 15:55:00;London;ASIA_SESSION_HIGH_LOW;asian_high=3753.39000;asian_low=3734.58000;sweep_extreme=3754.64000;270.57;2.0000;0.018480
1200;8;Session Sweep Reversal;2025.09.29 08:10:00;2025.09.29 08:25:00;SHORT;3806.39;3812.31;3794.55;7.0000;ASIA_HIGH|20250929;SSR|ASIA_HIGH|20250929|1759133100|FINAL;Asia session level swept during London/NewYork, closed-bar reclaim within frozen window;SSR-CANON-1;D031v1;2025.09.29 08:10:00;London;ASIA_SESSION_HIGH_LOW;asian_high=3808.79000;asian_low=3755.30000;sweep_extreme=3812.13000;591.95;2.0000;0.015204
1200;8;Session Sweep Reversal;2025.09.29 10:45:00;2025.09.29 11:00:00;SHORT;3806.97;3815.86;3789.19;7.0000;ASIA_HIGH|20250929;SSR|ASIA_HIGH|20250929|1759141500|FINAL;Asia session level swept during London/NewYork, closed-bar reclaim within frozen window;SSR-CANON-1;D031v1;2025.09.29 10:45:00;London;ASIA_SESSION_HIGH_LOW;asian_high=3808.79000;asian_low=3755.30000;sweep_extreme=3815.67000;889.25;2.0000;0.005623
1200;8;Session Sweep Reversal;2025.09.29 10:50:00;2025.09.29 11:05:00;SHORT;3805.30;3811.36;3793.18;7.0000;ASIA_HIGH|20250929;SSR|ASIA_HIGH|20250929|1759142700|FINAL;Asia session level swept during London/NewYork, closed-bar reclaim within frozen window;SSR-CANON-1;D031v1;2025.09.29 10:50:00;London;ASIA_SESSION_HIGH_LOW;asian_high=3808.79000;asian_low=3755.30000;sweep_extreme=3811.18000;606.22;2.0000;0.013196
1200;8;Session Sweep Reversal;2025.09.29 12:45:00;2025.09.29 13:00:00;SHORT;3808.26;3812.08;3800.63;7.0000;ASIA_HIGH|20250929;SSR|ASIA_HIGH|20250929|1759149600|FINAL;Asia session level swept during London/NewYork, closed-bar reclaim within frozen window;SSR-CANON-1;D031v1;2025.09.29 12:45:00;London;ASIA_SESSION_HIGH_LOW;asian_high=3808.79000;asian_low=3755.30000;sweep_extreme=3811.95000;381.56;2.0000;0.023587
1200;8;Session Sweep Reversal;2025.09.29 12:50:00;2025.09.29 13:05:00;SHORT;3807.36;3810.66;3800.77;7.0000;ASIA_HIGH|20250929;SSR|ASIA_HIGH|20250929|1759149900|FINAL;Asia session level swept during London/NewYork, closed-bar reclaim within frozen window;SSR-CANON-1;D031v1;2025.09.29 12:50:00;London;ASIA_SESSION_HIGH_LOW;asian_high=3808.79000;asian_low=3755.30000;sweep_extreme=3810.53000;329.64;2.0000;0.033370
1200;8;Session Sweep Reversal;2025.09.29 12:55:00;2025.09.29 13:10:00;SHORT;3807.55;3809.78;3803.09;7.0000;ASIA_HIGH|20250929;SSR|ASIA_HIGH|20250929|1759150200|FINAL;Asia session level swept during London/NewYork, closed-bar reclaim within frozen window;SSR-CANON-1;D031v1;2025.09.29 12:55:00;London;ASIA_SESSION_HIGH_LOW;asian_high=3808.79000;asian_low=3755.30000;sweep_extreme=3809.66000;222.94;2.0000;0.058312
1200;8;Session Sweep Reversal;2025.09.29 13:05:00;2025.09.29 13:20:00;SHORT;3807.78;3810.30;3802.73;7.0000;ASIA_HIGH|20250929;SSR|ASIA_HIGH|20250929|1759150800|FINAL;Asia session level swept during London/NewYork, closed-bar reclaim within frozen window;SSR-CANON-1;D031v1;2025.09.29 13:05:00;London;ASIA_SESSION_HIGH_LOW;asian_high=3808.79000;asian_low=3755.30000;sweep_extreme=3810.18000;252.39;2.0000;0.059433
1203;11;Compression Breakout (Research);2025.09.29 20:15:00;2025.09.29 20:30:00;SHORT;3826.87;3833.57;3813.47;7.0000;CBR|2025.09.29 19:50:00;CBR|2025.09.29 19:50:00|1759175400|FINAL;rolling-window compression (raw ATR ratio + range width) resolved by medium/slow-aligned bearish close;CBR-CANON-1;D031v1;2025.09.29 20:15:00;NewYork;ROLLING_WINDOW_RANGE;compression_high=3833.57000;compression_low=3828.23000;atr_ratio=0.646;670.00;2.0000;0.007463
