logical_position_id,position_ticket,entry_deal_count,exit_deal_count,entry_volume,exit_volume,weighted_exit_price,reported_exit_price,reported_r,recomputed_r,volume_match,weighted_exit_match,r_match
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|34:SSRP|ASIA_HIGH|20260422|1776852300,1324,1,1,0.29,0.29000000,4746.54000000,4746.54,1.9988425925927777,1.99884259,true,true,true
MSZZC1|6:XAUUSD|1:5|1:1|1:4|33:SSRP|ASIA_LOW|20260423|1776933000,1326,1,1,0.22,0.22000000,4691.75000000,4691.75,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|1:1|1:4|33:SSRP|ASIA_LOW|20260423|1776951900,1328,1,1,0.33,0.33000000,4712.44000000,4712.44,2.001288659793725,2.00128866,true,true,true
MSZZC1|6:XAUUSD|1:5|1:1|1:4|33:SSRP|ASIA_LOW|20260423|1776977100,1330,1,1,0.07,0.07000000,4663.39000000,4663.39,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|34:SSRP|ASIA_HIGH|20260424|1777040700,1332,1,1,0.23,0.23000000,4717.84000000,4717.84,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|34:SSRP|ASIA_HIGH|20260424|1777071300,1334,1,1,0.29,0.29000000,4691.94000000,4691.94,2.0011587485515894,2.00115875,true,true,true
MSZZC1|6:XAUUSD|1:5|1:1|1:4|33:SSRP|ASIA_LOW|20260427|1777312800,1336,1,1,0.33,0.33000000,4690.21000000,4690.21,1.9987080103360066,1.99870801,true,true,true
MSZZC1|6:XAUUSD|1:5|1:1|1:4|33:SSRP|ASIA_LOW|20260429|1777458000,1338,1,1,0.29,0.29000000,4569.17000000,4569.17,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|1:1|1:4|33:SSRP|ASIA_LOW|20260429|1777464300,1340,1,1,0.3,0.30000000,4571.20000000,4571.2,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|1:1|1:4|33:SSRP|ASIA_LOW|20260501|1777622400,1342,1,1,0.46,0.46000000,4607.32000000,4607.32,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|1:1|1:4|33:SSRP|ASIA_LOW|20260501|1777653900,1344,1,1,0.13,0.13000000,4653.86000000,4653.86,2.000542299349154,2.00054230,true,true,true
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|34:SSRP|ASIA_HIGH|20260501|1777656600,1346,1,1,0.19,0.19000000,4646.90000000,4646.9,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|34:SSRP|ASIA_HIGH|20260501|1777666200,1348,1,1,0.5,0.50000000,4625.27000000,4625.27,1.9999999999998213,2.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|1:1|1:4|33:SSRP|ASIA_LOW|20260501|1777676400,1350,1,1,0.77,0.77000000,4617.13000000,4617.13,1.9999999999997284,2.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|1:1|1:4|33:SSRP|ASIA_LOW|20260504|1777885500,1352,1,1,0.26,0.26000000,4587.47000000,4587.47,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|1:1|1:4|33:SSRP|ASIA_LOW|20260504|1777887600,1354,1,1,0.29,0.29000000,4583.45000000,4583.45,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|34:SSRP|ASIA_HIGH|20260505|1777970100,1356,1,1,0.44,0.44000000,4551.88000000,4551.88,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|34:SSRP|ASIA_HIGH|20260505|1777971600,1358,1,1,0.3,0.30000000,4552.45000000,4552.45,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|34:SSRP|ASIA_HIGH|20260505|1777977600,1360,1,1,0.24,0.24000000,4556.41000000,4556.41,-1.0,-1.00000000,true,true,true
