signal_time,direction,old_origin_id,corrected_origin_id,event_id_before,event_id_after,entry_before,entry_after,stop_before,stop_after,target_before,target_after,geometry_identical
2025.05.20 12:00:00,SHORT,ASIA_HIGH|20250520,SSRP|ASIA_HIGH|20250520|1747742100,SSRP|ASIA_HIGH|20250520|1747742100|FINAL,SSRP|ASIA_HIGH|20250520|1747742100|FINAL,3232.41,3232.41,3237.86,3237.86,3221.51,3221.51,true
2025.05.21 09:00:00,SHORT,ASIA_HIGH|20250521,SSRP|ASIA_HIGH|20250521|1747817400,SSRP|ASIA_HIGH|20250521|1747817400|FINAL,SSRP|ASIA_HIGH|20250521|1747817400|FINAL,3313.55,3313.55,3319.84,3319.84,3300.98,3300.98,true
2025.05.21 09:05:00,SHORT,ASIA_HIGH|20250521,SSRP|ASIA_HIGH|20250521|1747818000,SSRP|ASIA_HIGH|20250521|1747818000|FINAL,SSRP|ASIA_HIGH|20250521|1747818000|FINAL,3311.10,3311.10,3317.57,3317.57,3298.16,3298.16,true
2025.05.21 10:05:00,SHORT,ASIA_HIGH|20250521,SSRP|ASIA_HIGH|20250521|1747821300,SSRP|ASIA_HIGH|20250521|1747821300|FINAL,SSRP|ASIA_HIGH|20250521|1747821300|FINAL,3314.41,3314.41,3320.86,3320.86,3301.51,3301.51,true
2025.05.21 10:10:00,SHORT,ASIA_HIGH|20250521,SSRP|ASIA_HIGH|20250521|1747821900,SSRP|ASIA_HIGH|20250521|1747821900|FINAL,SSRP|ASIA_HIGH|20250521|1747821900|FINAL,3311.53,3311.53,3316.51,3316.51,3301.56,3301.56,true
2025.05.21 10:45:00,SHORT,ASIA_HIGH|20250521,SSRP|ASIA_HIGH|20250521|1747824000,SSRP|ASIA_HIGH|20250521|1747824000|FINAL,SSRP|ASIA_HIGH|20250521|1747824000|FINAL,3310.16,3310.16,3315.51,3315.51,3299.47,3299.47,true
2025.05.21 13:40:00,SHORT,ASIA_HIGH|20250521,SSRP|ASIA_HIGH|20250521|1747834500,SSRP|ASIA_HIGH|20250521|1747834500|FINAL,SSRP|ASIA_HIGH|20250521|1747834500|FINAL,3311.17,3311.17,3317.72,3317.72,3298.07,3298.07,true
2025.05.21 13:45:00,SHORT,ASIA_HIGH|20250521,SSRP|ASIA_HIGH|20250521|1747834800,SSRP|ASIA_HIGH|20250521|1747834800|FINAL,SSRP|ASIA_HIGH|20250521|1747834800|FINAL,3309.02,3309.02,3316.89,3316.89,3293.28,3293.28,true
2025.05.21 14:05:00,SHORT,ASIA_HIGH|20250521,SSRP|ASIA_HIGH|20250521|1747836000,SSRP|ASIA_HIGH|20250521|1747836000|FINAL,SSRP|ASIA_HIGH|20250521|1747836000|FINAL,3312.32,3312.32,3316.56,3316.56,3303.84,3303.84,true
2025.05.21 14:10:00,SHORT,ASIA_HIGH|20250521,SSRP|ASIA_HIGH|20250521|1747836300,SSRP|ASIA_HIGH|20250521|1747836300|FINAL,SSRP|ASIA_HIGH|20250521|1747836300|FINAL,3309.87,3309.87,3315.54,3315.54,3298.53,3298.53,true
2025.05.21 20:25:00,SHORT,ASIA_HIGH|20250521,SSRP|ASIA_HIGH|20250521|1747858800,SSRP|ASIA_HIGH|20250521|1747858800|FINAL,SSRP|ASIA_HIGH|20250521|1747858800|FINAL,3310.90,3310.90,3315.66,3315.66,3301.38,3301.38,true
2025.05.21 21:00:00,SHORT,ASIA_HIGH|20250521,SSRP|ASIA_HIGH|20250521|1747860900,SSRP|ASIA_HIGH|20250521|1747860900|FINAL,SSRP|ASIA_HIGH|20250521|1747860900|FINAL,3312.36,3312.36,3316.63,3316.63,3303.81,3303.81,true
2025.05.21 21:05:00,SHORT,ASIA_HIGH|20250521,SSRP|ASIA_HIGH|20250521|1747861200,SSRP|ASIA_HIGH|20250521|1747861200|FINAL,SSRP|ASIA_HIGH|20250521|1747861200|FINAL,3313.29,3313.29,3316.64,3316.64,3306.60,3306.60,true
2025.05.21 21:50:00,SHORT,ASIA_HIGH|20250521,SSRP|ASIA_HIGH|20250521|1747863000,SSRP|ASIA_HIGH|20250521|1747863000|FINAL,SSRP|ASIA_HIGH|20250521|1747863000|FINAL,3314.08,3314.08,3316.30,3316.30,3309.64,3309.64,true
2025.05.21 21:55:00,SHORT,ASIA_HIGH|20250521,SSRP|ASIA_HIGH|20250521|1747864200,SSRP|ASIA_HIGH|20250521|1747864200|FINAL,SSRP|ASIA_HIGH|20250521|1747864200|FINAL,3314.34,3314.34,3315.94,3315.94,3311.14,3311.14,true
2025.05.21 23:50:00,SHORT,ASIA_HIGH|20250521,SSRP|ASIA_HIGH|20250521|1747870200,SSRP|ASIA_HIGH|20250521|1747870200|FINAL,SSRP|ASIA_HIGH|20250521|1747870200|FINAL,3314.44,3314.44,3318.02,3318.02,3307.28,3307.28,true
2025.05.22 11:35:00,LONG,ASIA_LOW|20250522,SSRP|ASIA_LOW|20250522|1747913400,SSRP|ASIA_LOW|20250522|1747913400|FINAL,SSRP|ASIA_LOW|20250522|1747913400|FINAL,3315.41,3315.41,3310.92,3310.92,3324.39,3324.39,true
2025.05.22 11:50:00,LONG,ASIA_LOW|20250522,SSRP|ASIA_LOW|20250522|1747913700,SSRP|ASIA_LOW|20250522|1747913700|FINAL,SSRP|ASIA_LOW|20250522|1747913700|FINAL,3315.20,3315.20,3310.92,3310.92,3323.75,3323.75,true
2025.05.26 13:05:00,LONG,ASIA_LOW|20250526,SSRP|ASIA_LOW|20250526|1748264400,SSRP|ASIA_LOW|20250526|1748264400|FINAL,SSRP|ASIA_LOW|20250526|1748264400|FINAL,3332.05,3332.05,3328.39,3328.39,3339.36,3339.36,true
2025.05.26 13:10:00,LONG,ASIA_LOW|20250526,SSRP|ASIA_LOW|20250526|1748264700,SSRP|ASIA_LOW|20250526|1748264700|FINAL,SSRP|ASIA_LOW|20250526|1748264700|FINAL,3332.09,3332.09,3329.39,3329.39,3337.50,3337.50,true
2025.05.26 14:00:00,LONG,ASIA_LOW|20250526,SSRP|ASIA_LOW|20250526|1748267100,SSRP|ASIA_LOW|20250526|1748267100|FINAL,SSRP|ASIA_LOW|20250526|1748267100|FINAL,3332.61,3332.61,3329.24,3329.24,3339.35,3339.35,true
2025.05.26 14:25:00,LONG,ASIA_LOW|20250526,SSRP|ASIA_LOW|20250526|1748268600,SSRP|ASIA_LOW|20250526|1748268600|FINAL,SSRP|ASIA_LOW|20250526|1748268600|FINAL,3331.59,3331.59,3330.48,3330.48,3333.81,3333.81,true
2025.05.26 14:45:00,LONG,ASIA_LOW|20250526,SSRP|ASIA_LOW|20250526|1748270400,SSRP|ASIA_LOW|20250526|1748270400|FINAL,SSRP|ASIA_LOW|20250526|1748270400|FINAL,3331.67,3331.67,3329.89,3329.89,3335.24,3335.24,true
2025.05.26 14:50:00,LONG,ASIA_LOW|20250526,SSRP|ASIA_LOW|20250526|1748270700,SSRP|ASIA_LOW|20250526|1748270700|FINAL,SSRP|ASIA_LOW|20250526|1748270700|FINAL,3333.04,3333.04,3330.43,3330.43,3338.26,3338.26,true
2025.05.26 15:35:00,LONG,ASIA_LOW|20250526,SSRP|ASIA_LOW|20250526|1748273400,SSRP|ASIA_LOW|20250526|1748273400|FINAL,SSRP|ASIA_LOW|20250526|1748273400|FINAL,3331.78,3331.78,3326.24,3326.24,3342.86,3342.86,true
2025.05.26 15:40:00,LONG,ASIA_LOW|20250526,SSRP|ASIA_LOW|20250526|1748273700,SSRP|ASIA_LOW|20250526|1748273700|FINAL,SSRP|ASIA_LOW|20250526|1748273700|FINAL,3333.92,3333.92,3329.12,3329.12,3343.53,3343.53,true
2025.05.26 15:45:00,LONG,ASIA_LOW|20250526,SSRP|ASIA_LOW|20250526|1748274000,SSRP|ASIA_LOW|20250526|1748274000|FINAL,SSRP|ASIA_LOW|20250526|1748274000|FINAL,3332.40,3332.40,3331.02,3331.02,3335.16,3335.16,true
2025.05.28 13:45:00,SHORT,ASIA_HIGH|20250528,SSRP|ASIA_HIGH|20250528|1748439000,SSRP|ASIA_HIGH|20250528|1748439000|FINAL,SSRP|ASIA_HIGH|20250528|1748439000|FINAL,3313.52,3313.52,3319.66,3319.66,3301.25,3301.25,true
2025.05.28 16:05:00,SHORT,ASIA_HIGH|20250528,SSRP|ASIA_HIGH|20250528|1748448000,SSRP|ASIA_HIGH|20250528|1748448000|FINAL,SSRP|ASIA_HIGH|20250528|1748448000|FINAL,3309.73,3309.73,3316.51,3316.51,3296.17,3296.17,true
2025.05.28 19:40:00,LONG,ASIA_LOW|20250528,SSRP|ASIA_LOW|20250528|1748460900,SSRP|ASIA_LOW|20250528|1748460900|FINAL,SSRP|ASIA_LOW|20250528|1748460900|FINAL,3291.84,3291.84,3290.66,3290.66,3294.20,3294.20,true
2025.05.28 19:50:00,LONG,ASIA_LOW|20250528,SSRP|ASIA_LOW|20250528|1748461200,SSRP|ASIA_LOW|20250528|1748461200|FINAL,SSRP|ASIA_LOW|20250528|1748461200|FINAL,3292.35,3292.35,3288.49,3288.49,3300.07,3300.07,true
2025.05.28 19:55:00,LONG,ASIA_LOW|20250528,SSRP|ASIA_LOW|20250528|1748461800,SSRP|ASIA_LOW|20250528|1748461800|FINAL,SSRP|ASIA_LOW|20250528|1748461800|FINAL,3293.45,3293.45,3290.50,3290.50,3299.35,3299.35,true
2025.05.30 08:10:00,LONG,ASIA_LOW|20250530,SSRP|ASIA_LOW|20250530|1748592300,SSRP|ASIA_LOW|20250530|1748592300|FINAL,SSRP|ASIA_LOW|20250530|1748592300|FINAL,3292.38,3292.38,3290.15,3290.15,3296.84,3296.84,true
2025.05.30 08:15:00,LONG,ASIA_LOW|20250530,SSRP|ASIA_LOW|20250530|1748592600,SSRP|ASIA_LOW|20250530|1748592600|FINAL,SSRP|ASIA_LOW|20250530|1748592600|FINAL,3292.90,3292.90,3290.72,3290.72,3297.25,3297.25,true
2025.05.30 09:30:00,LONG,ASIA_LOW|20250530,SSRP|ASIA_LOW|20250530|1748597100,SSRP|ASIA_LOW|20250530|1748597100|FINAL,SSRP|ASIA_LOW|20250530|1748597100|FINAL,3294.82,3294.82,3290.30,3290.30,3303.86,3303.86,true
2025.05.30 10:15:00,LONG,ASIA_LOW|20250530,SSRP|ASIA_LOW|20250530|1748599800,SSRP|ASIA_LOW|20250530|1748599800|FINAL,SSRP|ASIA_LOW|20250530|1748599800|FINAL,3294.53,3294.53,3287.19,3287.19,3309.21,3309.21,true
2025.05.30 10:20:00,LONG,ASIA_LOW|20250530,SSRP|ASIA_LOW|20250530|1748600100,SSRP|ASIA_LOW|20250530|1748600100|FINAL,SSRP|ASIA_LOW|20250530|1748600100|FINAL,3296.51,3296.51,3290.30,3290.30,3308.93,3308.93,true
2025.05.30 14:25:00,LONG,ASIA_LOW|20250530,SSRP|ASIA_LOW|20250530|1748614800,SSRP|ASIA_LOW|20250530|1748614800|FINAL,SSRP|ASIA_LOW|20250530|1748614800|FINAL,3293.40,3293.40,3290.03,3290.03,3300.15,3300.15,true
2025.05.30 14:50:00,LONG,ASIA_LOW|20250530,SSRP|ASIA_LOW|20250530|1748616300,SSRP|ASIA_LOW|20250530|1748616300|FINAL,SSRP|ASIA_LOW|20250530|1748616300|FINAL,3292.40,3292.40,3288.52,3288.52,3300.15,3300.15,true
2025.05.30 14:55:00,LONG,ASIA_LOW|20250530,SSRP|ASIA_LOW|20250530|1748616600,SSRP|ASIA_LOW|20250530|1748616600|FINAL,SSRP|ASIA_LOW|20250530|1748616600|FINAL,3294.03,3294.03,3288.52,3288.52,3305.05,3305.05,true
2025.05.30 15:10:00,LONG,ASIA_LOW|20250530,SSRP|ASIA_LOW|20250530|1748617500,SSRP|ASIA_LOW|20250530|1748617500|FINAL,SSRP|ASIA_LOW|20250530|1748617500|FINAL,3302.67,3302.67,3282.60,3282.60,3342.82,3342.82,true
2025.05.30 15:15:00,LONG,ASIA_LOW|20250530,SSRP|ASIA_LOW|20250530|1748617800,SSRP|ASIA_LOW|20250530|1748617800|FINAL,SSRP|ASIA_LOW|20250530|1748617800|FINAL,3301.76,3301.76,3282.58,3282.58,3340.12,3340.12,true
2025.05.30 19:50:00,LONG,ASIA_LOW|20250530,SSRP|ASIA_LOW|20250530|1748634300,SSRP|ASIA_LOW|20250530|1748634300|FINAL,SSRP|ASIA_LOW|20250530|1748634300|FINAL,3291.90,3291.90,3285.83,3285.83,3304.03,3304.03,true
2025.05.30 19:55:00,LONG,ASIA_LOW|20250530,SSRP|ASIA_LOW|20250530|1748634600,SSRP|ASIA_LOW|20250530|1748634600|FINAL,SSRP|ASIA_LOW|20250530|1748634600|FINAL,3293.32,3293.32,3288.50,3288.50,3302.96,3302.96,true
2025.05.30 20:30:00,LONG,ASIA_LOW|20250530,SSRP|ASIA_LOW|20250530|1748636700,SSRP|ASIA_LOW|20250530|1748636700|FINAL,SSRP|ASIA_LOW|20250530|1748636700|FINAL,3291.87,3291.87,3289.63,3289.63,3296.34,3296.34,true
2025.05.30 20:35:00,LONG,ASIA_LOW|20250530,SSRP|ASIA_LOW|20250530|1748637000,SSRP|ASIA_LOW|20250530|1748637000|FINAL,SSRP|ASIA_LOW|20250530|1748637000|FINAL,3293.32,3293.32,3290.13,3290.13,3299.69,3299.69,true
2025.05.30 23:40:00,LONG,ASIA_LOW|20250530,SSRP|ASIA_LOW|20250530|1748647500,SSRP|ASIA_LOW|20250530|1748647500|FINAL,SSRP|ASIA_LOW|20250530|1748647500|FINAL,3292.10,3292.10,3289.83,3289.83,3296.65,3296.65,true
2025.05.30 23:45:00,LONG,ASIA_LOW|20250530,SSRP|ASIA_LOW|20250530|1748648400,SSRP|ASIA_LOW|20250530|1748648400|FINAL,SSRP|ASIA_LOW|20250530|1748648400|FINAL,3291.82,3291.82,3289.95,3289.95,3295.57,3295.57,true
2025.06.02 08:15:00,SHORT,ASIA_HIGH|20250602,SSRP|ASIA_HIGH|20250602|1748851800,SSRP|ASIA_HIGH|20250602|1748851800|FINAL,SSRP|ASIA_HIGH|20250602|1748851800|FINAL,3317.25,3317.25,3320.00,3320.00,3311.74,3311.74,true
2025.06.02 08:20:00,SHORT,ASIA_HIGH|20250602,SSRP|ASIA_HIGH|20250602|1748852100,SSRP|ASIA_HIGH|20250602|1748852100|FINAL,SSRP|ASIA_HIGH|20250602|1748852100|FINAL,3316.83,3316.83,3320.00,3320.00,3310.49,3310.49,true
2025.06.03 08:35:00,LONG,ASIA_LOW|20250603,SSRP|ASIA_LOW|20250603|1748939400,SSRP|ASIA_LOW|20250603|1748939400|FINAL,SSRP|ASIA_LOW|20250603|1748939400|FINAL,3359.56,3359.56,3356.17,3356.17,3366.35,3366.35,true
2025.06.03 08:40:00,LONG,ASIA_LOW|20250603,SSRP|ASIA_LOW|20250603|1748939700,SSRP|ASIA_LOW|20250603|1748939700|FINAL,SSRP|ASIA_LOW|20250603|1748939700|FINAL,3360.79,3360.79,3356.17,3356.17,3370.03,3370.03,true
2025.06.03 10:55:00,LONG,ASIA_LOW|20250603,SSRP|ASIA_LOW|20250603|1748946900,SSRP|ASIA_LOW|20250603|1748946900|FINAL,SSRP|ASIA_LOW|20250603|1748946900|FINAL,3359.64,3359.64,3355.09,3355.09,3368.75,3368.75,true
2025.06.03 11:00:00,LONG,ASIA_LOW|20250603,SSRP|ASIA_LOW|20250603|1748948100,SSRP|ASIA_LOW|20250603|1748948100|FINAL,SSRP|ASIA_LOW|20250603|1748948100|FINAL,3362.15,3362.15,3357.58,3357.58,3371.29,3371.29,true
2025.06.03 12:20:00,LONG,ASIA_LOW|20250603,SSRP|ASIA_LOW|20250603|1748952600,SSRP|ASIA_LOW|20250603|1748952600|FINAL,SSRP|ASIA_LOW|20250603|1748952600|FINAL,3359.91,3359.91,3357.60,3357.60,3364.52,3364.52,true
2025.06.03 12:40:00,LONG,ASIA_LOW|20250603,SSRP|ASIA_LOW|20250603|1748953200,SSRP|ASIA_LOW|20250603|1748953200|FINAL,SSRP|ASIA_LOW|20250603|1748953200|FINAL,3360.03,3360.03,3354.88,3354.88,3370.33,3370.33,true
2025.06.03 14:50:00,LONG,ASIA_LOW|20250603,SSRP|ASIA_LOW|20250603|1748961600,SSRP|ASIA_LOW|20250603|1748961600|FINAL,SSRP|ASIA_LOW|20250603|1748961600|FINAL,3359.46,3359.46,3357.66,3357.66,3363.06,3363.06,true
2025.06.03 15:40:00,LONG,ASIA_LOW|20250603,SSRP|ASIA_LOW|20250603|1748964600,SSRP|ASIA_LOW|20250603|1748964600|FINAL,SSRP|ASIA_LOW|20250603|1748964600|FINAL,3361.45,3361.45,3352.82,3352.82,3378.71,3378.71,true
2025.06.03 15:45:00,LONG,ASIA_LOW|20250603,SSRP|ASIA_LOW|20250603|1748965200,SSRP|ASIA_LOW|20250603|1748965200|FINAL,SSRP|ASIA_LOW|20250603|1748965200|FINAL,3360.20,3360.20,3357.85,3357.85,3364.90,3364.90,true
2025.06.03 16:00:00,LONG,ASIA_LOW|20250603,SSRP|ASIA_LOW|20250603|1748965800,SSRP|ASIA_LOW|20250603|1748965800|FINAL,SSRP|ASIA_LOW|20250603|1748965800|FINAL,3361.09,3361.09,3356.96,3356.96,3369.34,3369.34,true
2025.06.03 16:05:00,LONG,ASIA_LOW|20250603,SSRP|ASIA_LOW|20250603|1748966400,SSRP|ASIA_LOW|20250603|1748966400|FINAL,SSRP|ASIA_LOW|20250603|1748966400|FINAL,3361.46,3361.46,3356.96,3356.96,3370.46,3370.46,true
2025.06.04 14:30:00,LONG,ASIA_LOW|20250604,SSRP|ASIA_LOW|20250604|1749047100,SSRP|ASIA_LOW|20250604|1749047100|FINAL,SSRP|ASIA_LOW|20250604|1749047100|FINAL,3347.55,3347.55,3343.57,3343.57,3355.52,3355.52,true
2025.06.04 14:35:00,LONG,ASIA_LOW|20250604,SSRP|ASIA_LOW|20250604|1749047400,SSRP|ASIA_LOW|20250604|1749047400|FINAL,SSRP|ASIA_LOW|20250604|1749047400|FINAL,3347.70,3347.70,3344.09,3344.09,3354.91,3354.91,true
2025.06.04 15:05:00,LONG,ASIA_LOW|20250604,SSRP|ASIA_LOW|20250604|1749048900,SSRP|ASIA_LOW|20250604|1749048900|FINAL,SSRP|ASIA_LOW|20250604|1749048900|FINAL,3349.03,3349.03,3345.08,3345.08,3356.93,3356.93,true
2025.06.04 15:30:00,LONG,ASIA_LOW|20250604,SSRP|ASIA_LOW|20250604|1749050700,SSRP|ASIA_LOW|20250604|1749050700|FINAL,SSRP|ASIA_LOW|20250604|1749050700|FINAL,3354.64,3354.64,3344.18,3344.18,3375.56,3375.56,true
2025.06.04 18:35:00,SHORT,ASIA_HIGH|20250604,SSRP|ASIA_HIGH|20250604|1749061800,SSRP|ASIA_HIGH|20250604|1749061800|FINAL,SSRP|ASIA_HIGH|20250604|1749061800|FINAL,3370.30,3370.30,3375.09,3375.09,3360.73,3360.73,true
2025.06.04 18:50:00,SHORT,ASIA_HIGH|20250604,SSRP|ASIA_HIGH|20250604|1749062400,SSRP|ASIA_HIGH|20250604|1749062400|FINAL,SSRP|ASIA_HIGH|20250604|1749062400|FINAL,3372.26,3372.26,3374.74,3374.74,3367.31,3367.31,true
2025.06.04 18:55:00,SHORT,ASIA_HIGH|20250604,SSRP|ASIA_HIGH|20250604|1749063000,SSRP|ASIA_HIGH|20250604|1749063000|FINAL,SSRP|ASIA_HIGH|20250604|1749063000|FINAL,3371.74,3371.74,3374.43,3374.43,3366.37,3366.37,true
2025.06.04 19:10:00,SHORT,ASIA_HIGH|20250604,SSRP|ASIA_HIGH|20250604|1749063600,SSRP|ASIA_HIGH|20250604|1749063600|FINAL,SSRP|ASIA_HIGH|20250604|1749063600|FINAL,3371.02,3371.02,3375.16,3375.16,3362.75,3362.75,true
2025.06.04 22:35:00,SHORT,ASIA_HIGH|20250604,SSRP|ASIA_HIGH|20250604|1749076200,SSRP|ASIA_HIGH|20250604|1749076200|FINAL,SSRP|ASIA_HIGH|20250604|1749076200|FINAL,3372.26,3372.26,3374.24,3374.24,3368.30,3368.30,true
2025.06.04 22:40:00,SHORT,ASIA_HIGH|20250604,SSRP|ASIA_HIGH|20250604|1749076500,SSRP|ASIA_HIGH|20250604|1749076500|FINAL,SSRP|ASIA_HIGH|20250604|1749076500|FINAL,3372.00,3372.00,3374.24,3374.24,3367.52,3367.52,true
2025.06.04 23:00:00,SHORT,ASIA_HIGH|20250604,SSRP|ASIA_HIGH|20250604|1749077700,SSRP|ASIA_HIGH|20250604|1749077700|FINAL,SSRP|ASIA_HIGH|20250604|1749077700|FINAL,3372.26,3372.26,3373.82,3373.82,3369.15,3369.15,true
2025.06.04 23:20:00,SHORT,ASIA_HIGH|20250604,SSRP|ASIA_HIGH|20250604|1749078000,SSRP|ASIA_HIGH|20250604|1749078000|FINAL,SSRP|ASIA_HIGH|20250604|1749078000|FINAL,3371.44,3371.44,3374.56,3374.56,3365.20,3365.20,true
2025.06.05 08:35:00,LONG,ASIA_LOW|20250605,SSRP|ASIA_LOW|20250605|1749112200,SSRP|ASIA_LOW|20250605|1749112200|FINAL,SSRP|ASIA_LOW|20250605|1749112200|FINAL,3364.20,3364.20,3361.52,3361.52,3369.57,3369.57,true
2025.06.05 08:40:00,LONG,ASIA_LOW|20250605,SSRP|ASIA_LOW|20250605|1749112500,SSRP|ASIA_LOW|20250605|1749112500|FINAL,SSRP|ASIA_LOW|20250605|1749112500|FINAL,3365.94,3365.94,3361.52,3361.52,3374.79,3374.79,true
2025.06.05 08:55:00,LONG,ASIA_LOW|20250605,SSRP|ASIA_LOW|20250605|1749113400,SSRP|ASIA_LOW|20250605|1749113400|FINAL,SSRP|ASIA_LOW|20250605|1749113400|FINAL,3364.29,3364.29,3361.09,3361.09,3370.69,3370.69,true
2025.06.05 09:00:00,LONG,ASIA_LOW|20250605,SSRP|ASIA_LOW|20250605|1749113700,SSRP|ASIA_LOW|20250605|1749113700|FINAL,SSRP|ASIA_LOW|20250605|1749113700|FINAL,3365.20,3365.20,3361.09,3361.09,3373.43,3373.43,true
2025.06.05 12:35:00,SHORT,ASIA_HIGH|20250605,SSRP|ASIA_HIGH|20250605|1749126300,SSRP|ASIA_HIGH|20250605|1749126300|FINAL,SSRP|ASIA_HIGH|20250605|1749126300|FINAL,3383.93,3383.93,3390.10,3390.10,3371.59,3371.59,true
2025.06.05 15:45:00,SHORT,ASIA_HIGH|20250605,SSRP|ASIA_HIGH|20250605|1749138000,SSRP|ASIA_HIGH|20250605|1749138000|FINAL,SSRP|ASIA_HIGH|20250605|1749138000|FINAL,3383.09,3383.09,3395.79,3395.79,3357.70,3357.70,true
2025.06.05 15:50:00,SHORT,ASIA_HIGH|20250605,SSRP|ASIA_HIGH|20250605|1749138300,SSRP|ASIA_HIGH|20250605|1749138300|FINAL,SSRP|ASIA_HIGH|20250605|1749138300|FINAL,3380.54,3380.54,3395.79,3395.79,3350.03,3350.03,true
2025.06.05 16:25:00,SHORT,ASIA_HIGH|20250605,SSRP|ASIA_HIGH|20250605|1749140400,SSRP|ASIA_HIGH|20250605|1749140400|FINAL,SSRP|ASIA_HIGH|20250605|1749140400|FINAL,3378.89,3378.89,3385.67,3385.67,3365.34,3365.34,true
2025.06.05 16:45:00,SHORT,ASIA_HIGH|20250605,SSRP|ASIA_HIGH|20250605|1749141000,SSRP|ASIA_HIGH|20250605|1749141000|FINAL,SSRP|ASIA_HIGH|20250605|1749141000|FINAL,3378.66,3378.66,3388.80,3388.80,3358.38,3358.38,true
2025.06.05 16:50:00,SHORT,ASIA_HIGH|20250605,SSRP|ASIA_HIGH|20250605|1749141900,SSRP|ASIA_HIGH|20250605|1749141900|FINAL,SSRP|ASIA_HIGH|20250605|1749141900|FINAL,3378.94,3378.94,3385.61,3385.61,3365.59,3365.59,true
2025.06.06 08:10:00,SHORT,ASIA_HIGH|20250606,SSRP|ASIA_HIGH|20250606|1749196800,SSRP|ASIA_HIGH|20250606|1749196800|FINAL,SSRP|ASIA_HIGH|20250606|1749196800|FINAL,3373.94,3373.94,3375.71,3375.71,3370.41,3370.41,true
2025.06.06 08:15:00,SHORT,ASIA_HIGH|20250606,SSRP|ASIA_HIGH|20250606|1749197400,SSRP|ASIA_HIGH|20250606|1749197400|FINAL,SSRP|ASIA_HIGH|20250606|1749197400|FINAL,3372.71,3372.71,3375.40,3375.40,3367.32,3367.32,true
2025.06.06 12:50:00,LONG,ASIA_LOW|20250606,SSRP|ASIA_LOW|20250606|1749213900,SSRP|ASIA_LOW|20250606|1749213900|FINAL,SSRP|ASIA_LOW|20250606|1749213900|FINAL,3356.01,3356.01,3352.44,3352.44,3363.16,3363.16,true
2025.06.06 15:45:00,LONG,ASIA_LOW|20250606,SSRP|ASIA_LOW|20250606|1749224100,SSRP|ASIA_LOW|20250606|1749224100|FINAL,SSRP|ASIA_LOW|20250606|1749224100|FINAL,3359.03,3359.03,3343.27,3343.27,3390.56,3390.56,true
2025.06.06 15:50:00,LONG,ASIA_LOW|20250606,SSRP|ASIA_LOW|20250606|1749224700,SSRP|ASIA_LOW|20250606|1749224700|FINAL,SSRP|ASIA_LOW|20250606|1749224700|FINAL,3356.15,3356.15,3351.48,3351.48,3365.49,3365.49,true
2025.06.06 16:05:00,LONG,ASIA_LOW|20250606,SSRP|ASIA_LOW|20250606|1749225600,SSRP|ASIA_LOW|20250606|1749225600|FINAL,SSRP|ASIA_LOW|20250606|1749225600|FINAL,3355.39,3355.39,3346.38,3346.38,3373.40,3373.40,true
2025.06.06 16:10:00,LONG,ASIA_LOW|20250606,SSRP|ASIA_LOW|20250606|1749225900,SSRP|ASIA_LOW|20250606|1749225900|FINAL,SSRP|ASIA_LOW|20250606|1749225900|FINAL,3355.95,3355.95,3347.67,3347.67,3372.50,3372.50,true
2025.06.06 16:25:00,LONG,ASIA_LOW|20250606,SSRP|ASIA_LOW|20250606|1749226800,SSRP|ASIA_LOW|20250606|1749226800|FINAL,SSRP|ASIA_LOW|20250606|1749226800|FINAL,3353.79,3353.79,3348.49,3348.49,3364.39,3364.39,true
2025.06.06 16:30:00,LONG,ASIA_LOW|20250606,SSRP|ASIA_LOW|20250606|1749227100,SSRP|ASIA_LOW|20250606|1749227100|FINAL,SSRP|ASIA_LOW|20250606|1749227100|FINAL,3353.58,3353.58,3347.25,3347.25,3366.23,3366.23,true
2025.06.09 11:55:00,SHORT,ASIA_HIGH|20250609,SSRP|ASIA_HIGH|20250609|1749469500,SSRP|ASIA_HIGH|20250609|1749469500|FINAL,SSRP|ASIA_HIGH|20250609|1749469500|FINAL,3319.82,3319.82,3323.81,3323.81,3311.83,3311.83,true
2025.06.09 12:20:00,SHORT,ASIA_HIGH|20250609,SSRP|ASIA_HIGH|20250609|1749471000,SSRP|ASIA_HIGH|20250609|1749471000|FINAL,SSRP|ASIA_HIGH|20250609|1749471000|FINAL,3316.93,3316.93,3323.60,3323.60,3303.59,3303.59,true
2025.06.09 12:45:00,SHORT,ASIA_HIGH|20250609,SSRP|ASIA_HIGH|20250609|1749472500,SSRP|ASIA_HIGH|20250609|1749472500|FINAL,SSRP|ASIA_HIGH|20250609|1749472500|FINAL,3320.80,3320.80,3322.48,3322.48,3317.44,3317.44,true
2025.06.09 12:50:00,SHORT,ASIA_HIGH|20250609,SSRP|ASIA_HIGH|20250609|1749473100,SSRP|ASIA_HIGH|20250609|1749473100|FINAL,SSRP|ASIA_HIGH|20250609|1749473100|FINAL,3320.64,3320.64,3322.45,3322.45,3317.02,3317.02,true
2025.06.09 15:40:00,SHORT,ASIA_HIGH|20250609,SSRP|ASIA_HIGH|20250609|1749483000,SSRP|ASIA_HIGH|20250609|1749483000|FINAL,SSRP|ASIA_HIGH|20250609|1749483000|FINAL,3319.48,3319.48,3322.60,3322.60,3313.24,3313.24,true
